label,tweet,label_category
1,these hoes be thirsty for attention,Offensive Language
1,these hoes be trying 2much doing 2much,Offensive Language
1,these hoes cant fuck wit you,Offensive Language
1,these hoes crazy yo.,Offensive Language
1,these hoes don't get me in my feelings one bit.,Offensive Language
1,these hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! httpurl,Offensive Language
1,these hoes everybody hoes lol go at any bitch bet u get her easy !,Offensive Language
1,these hoes get thick n fat confused way more than often!!!!!!!!,Offensive Language
1,these hoes gettin replaced soon as they start to fuck wit my cheques,Offensive Language
1,these hoes getting outta hand #mane,Offensive Language
1,these hoes getting smart gotta watch them,Offensive Language
1,these hoes going broke trying to look rich. act your wage!,Offensive Language
1,these hoes got more bodies than a cemetery🐸☕️.,Offensive Language
1,these hoes gotta pay for my company!,Offensive Language
1,these hoes here mane. you are what you let inside you. remember.,Offensive Language
1,these hoes is lost rt @dkellz34: @1bcarter hahaha how much you wanna bet she don't get the job lmao,Offensive Language
1,these hoes kno bout me,Offensive Language
1,these hoes need jesus y'all.,Offensive Language
1,these hoes need to stop hittin blunts and hit the gym unhealthy mfs 😂😂😂,Offensive Language
1,these hoes needa stop tryna split relationships and get they're own damn man,Offensive Language
1,these hoes out here be goin up !!!!!!!! but we not at you bitches that's what hoes do !,Offensive Language
1,these hoes out here beefing bout as important as these hoes out here queefing. y'all blowing vaginal wind back & forth. stfu & get money!,Offensive Language
1,"these hoes out here carrying infections, yaw niggas better rap up w/ dat latex! haha",Offensive Language
1,these hoes pickin and choosin.. that's why these niggas stickin and movin,Offensive Language
1,these hoes really make me laugh lol,Offensive Language
1,these hoes say i'm too much. i think i'm too much,Offensive Language
1,these hoes soo 🌽🏀,Offensive Language
1,these hoes swear their faithful,Offensive Language
1,these hoes they be homie hopping !!!! but idgf ain't no fun if tha homies can't have nun !!!!!!!! go up then,Offensive Language
1,these hoes they loving the crewwww 😴,Offensive Language
1,these hoes want love so bad 😂😂👎🙅,Offensive Language
1,these hoes was just really fighting ova some rally's tho on 30th😂😂,Offensive Language
1,these hoes will be exposed!!,Offensive Language
1,these hoes worried bout the wrong things in life,Offensive Language
1,these infected ass hoes think its okay to talk to other ppl boyfriend. like that's not funny nor cute to pussy hop all over the place,Offensive Language
1,these kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down,Offensive Language
1,these la bitches thirsty for a hit single,Offensive Language
1,these lame bitches don't have a fighting chance....!,Offensive Language
1,these lil hoes sitting across da way too fuckin loud. like damn hoe your sittin less than 2 feet from each other shut the hell up,Offensive Language
1,these lil niggas can't hang big shit poppin bitch and big my first name,Offensive Language
1,"these little girls at simons were telling me they like my huf socks, bitch go home & do your homework",Offensive Language
1,these new bottoms are something else... rt @ratch_t: you put nair on your pussy for the gram? ok httpurl,Offensive Language
1,these niccas sangin on dey partnas witout a grammy award,Offensive Language
1,these niccas want war give me what you got #wethelastonesleft #umightnotgetin #beerandtacos httpurl,Offensive Language
1,these niggas ain't shit but hoes with tricks,Offensive Language
1,these niggas be actin like bitches,Offensive Language
1,these niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,Offensive Language
1,"these niggas designing these bitches, they got zippers on hoes",Offensive Language
1,these niggas groupies they act worse than these hoes do,Offensive Language
1,these niggas pillow talkin thats hoe shit,Offensive Language
1,these niggas pure pussy i see it in they faces,Offensive Language
1,these niggas rather love these hoes then get money smh what the fuck wrong with these niggas,Offensive Language
0,these niggas retarded... lmfaoo,Hate Speech
1,these niggas run they mouth like bitches,Offensive Language
1,"these nigs is haters man, and i've made myself so easy to luv",Offensive Language
1,these nigs like saying they miss the old vice,Offensive Language
1,these parents nd giving they kids ghetto ass names ronkieshietta. bro are you serious?? that tipped the scale fa me,Offensive Language
2,these peanut butter brownies bout to give me life too! 😋,Neutral
0,these people are fags.,Hate Speech
1,these people at jury selection are retarded,Offensive Language
1,these ratchet hoes are something else this school smells like a fucking zoo,Offensive Language
1,"these rednecks around here won't like that shit...put that wall up, they say",Offensive Language
1,these shoes are going to be a bitch to break in tomorrow,Offensive Language
1,"these side bitches will wait til they know u wit ya lady to text u ""hey boo"" bitch gtfoh",Offensive Language
1,these side bitches winning son ...,Offensive Language
1,these smoking commercials be blowing me. like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant,Offensive Language
1,"these sons of bitches came into his chruch, threatened to kill him",Offensive Language
1,"these women ain't shit but hoes w/ tricks , baby boy i'm different ❤️",Offensive Language
1,these women ain't shit but hoes w/ tricks ; babygirl you different ❤️,Offensive Language
1,they are mostly restaurants. i'm a fat ho. rt @imjustceej: if you have more than 20 contacts in your phone you a hoe,Offensive Language
1,"they be looking at tom brady while he going off on tge sidelines like, whatever bitch. lol",Offensive Language
1,they bitches i will penetrate you introduced me to your bitch,Offensive Language
1,they call me chief weak bitch,Offensive Language
2,they come out charlie sheen... they come out coupe machine @wontgetme_22,Neutral
2,they come to you out of the blue. they make others see red and green with envy. they aren't always black or white. you're not yellow luckily,Neutral
2,they didn't lose the city. red sox fans are bandwagon fans just like yankee fan. #morningjoe,Neutral
1,they do the pussy good,Offensive Language
1,"they fail to realize ion want ""friends"" bitches switch up quiccer than i change the channel 💯",Offensive Language
1,"they get attitudes like bitches too , i think some of yall niggas need a bra and panties",Offensive Language
2,they got david taking out the trash 😂😂😂😂,Neutral
1,they got some trashy ass hoes out here,Offensive Language
2,they got the redskins faking injuries,Neutral
1,they gotta keep the name raiders tho they better not change it to some hillbilly ass texas name,Offensive Language
1,they had a steak category. ran that bitch like a busto.,Offensive Language
1,"they hardly get sex...so when the opportunity of sick presents itself, their giving you some pussy...and boy are they generous",Offensive Language
1,"they hating on you, because they know you bad, must be doing something right , if you got these bitches mad.!",Offensive Language
2,they have a clumsy bird too lol what is life,Neutral
1,"they hoes ain't loyal, they rotate!",Offensive Language
2,they love me at the place i bring my car to.....i don't know why spanish men love me... sometimes i do look like a guala though lol,Neutral
1,they make sure they have these reality shows lined up for you hoes.they won't leave you high and dry.,Offensive Language
2,they must be russian birds! russian birds are known for invading chiminea. @saintrph @kimmarcumtexas,Neutral
1,they really should expand this bitch with all the money,Offensive Language
1,they rude rt @anointed_mouf: i wish you bitches would stop calling while i'm trying to get dicked down by your nigga 😒,Offensive Language
1,they say i wouldn't make it now them same bitches is calling my cellular,Offensive Language
1,they say life is what you make it bitch but i'm just tryna make it .. straight up,Offensive Language
1,"they say numbers dont lie, bitch im not the 1",Offensive Language
2,they say one man's trash is the next man's treasure. where one finds pain the next might find pleasure.,Neutral
2,they say our state bird is rare...i literally see one at least once a day,Neutral
1,they should free all da real niccas n give the snitches da time,Offensive Language
0,they should have never gave a cracker a transmitter!!!!!! @realdjtv will flip when he sees this. httpurl,Hate Speech
0,they slut for me they kill for me they steal for me and of course it'll be yo cash and i'll murder that bitch send the body back to yo ass,Hate Speech
